SIRUTA,F1,F2,F3
142426,-0.067,-0.162,0.014
142499,-0.051,-0.163,-0.028
142550,-0.059,-0.132,-0.050
142612,-0.051,-0.126,0.003
142676,-0.015,-0.101,-0.063
142710,-0.048,-0.125,-0.002
142774,-0.078,-0.304,0.112
142854,-0.055,-0.149,0.006
142881,-0.004,0.212,0.094
142952,-0.040,-0.110,-0.121
143021,-0.067,-0.115,0.169
143067,-0.058,-0.190,-0.056
143147,-0.045,-0.177,-0.080
143450,2.159,10.744,-9.891
143487,-0.038,-0.987,0.377
143502,-0.058,0.293,-0.569
143520,-0.058,-0.089,0.091
143557,0.394,0.038,-1.775
143619,0.612,2.812,0.804
143646,-0.053,-0.013,0.068
143682,-0.002,-0.416,-0.767
143735,0.264,0.083,-2.593
143771,-0.030,0.013,-0.000
143806,0.187,1.024,-1.436
143851,-0.101,-0.668,-0.603
143888,-0.002,-0.009,-0.238
143922,-0.057,-0.174,-0.001
143959,-0.083,-0.110,0.049
143995,-0.065,-0.196,0.016
144054,-0.009,0.581,-0.238
144116,-0.062,-0.201,-0.047
144152,-0.071,-0.203,-0.023
144198,-0.046,-0.151,-0.031
144232,-0.020,-0.066,0.067
144303,-0.062,-0.167,0.039
144349,-0.071,-0.151,0.030
144376,-0.056,-0.155,0.038
144410,-0.062,-0.204,0.008
144456,-0.056,-0.096,0.048
144508,-0.099,-0.199,0.199
144535,-0.066,-0.202,-0.003
144553,-0.055,-0.132,-0.032
144599,0.010,0.304,-0.235
144615,-0.050,-0.155,-0.534
144651,-0.060,-0.184,0.014
144713,-0.063,-0.162,-0.089
144731,-0.062,-0.187,-0.008
144795,-0.048,-0.127,-0.032
144866,-0.062,-0.199,-0.001
144893,-0.075,-0.204,0.051
144928,-0.036,-0.287,-0.567
144964,-0.063,-0.177,-0.021
144991,-0.061,-0.173,-0.018
145042,-0.061,-0.193,-0.001
145104,-0.047,-0.168,-0.167
145140,-0.054,-0.192,-0.017
145202,-0.102,-0.441,0.207
145220,-0.057,-0.144,0.034
145275,-0.070,-0.159,-0.065
145293,-0.087,0.173,-0.536
145355,-0.056,-0.217,-0.041
145382,-0.039,-0.073,-0.049
145408,-0.034,0.003,0.388
145471,0.016,0.262,-0.319
145499,-0.085,0.279,-0.463
145603,-0.040,-0.021,-0.238
145667,-0.056,-0.159,0.027
145738,-0.036,0.045,0.576
145765,0.038,0.439,0.202
145792,-0.037,-0.030,0.247
145827,0.029,-0.469,-0.982
145907,-0.060,-0.162,-0.147
145934,-0.060,-0.142,-0.010
145961,-0.066,-0.196,0.012
145998,-0.068,-0.175,0.081
146012,-0.052,-0.092,-0.034
146021,-0.064,-0.233,-0.038
146263,1.672,5.652,-2.615
146281,0.379,2.445,-0.160
146325,-0.049,-0.173,-0.369
146370,-0.158,-0.044,0.527
146432,0.343,2.371,2.397
146502,0.214,0.996,0.409
146539,0.277,2.365,-0.772
146584,0.079,0.689,-0.039
146628,0.463,2.091,-0.344
146655,-0.016,-0.276,-0.106
146708,-0.038,0.022,-0.090
146744,-0.125,-0.507,1.288
146799,-0.027,0.102,0.119
146860,-0.063,-0.088,-0.182
146904,-0.067,0.003,0.481
146931,-0.089,-0.153,-0.116
146995,-0.080,-0.246,0.123
147036,-0.047,-0.112,0.107
147054,-0.051,-0.052,0.022
147072,0.004,0.079,0.122
147134,-0.176,0.021,-1.181
147161,-0.065,-0.150,-0.061
147205,-0.048,-0.099,0.156
147241,-0.034,0.082,0.039
147358,0.046,0.675,-0.525
147465,-0.068,-0.213,0.039
147526,-0.045,-0.063,0.018
147580,-0.059,-0.175,-0.081
147633,-0.053,-0.061,0.100
147660,-0.015,-0.108,-0.691
147713,-0.029,0.002,-0.149
147786,-0.067,-0.167,0.064
147884,-0.058,-0.156,-0.033
147937,-0.069,-0.208,-0.058
148006,-0.040,-0.071,0.020
148097,-0.061,-0.160,-0.010
148131,-0.026,0.039,0.137
148202,-0.034,-0.001,-0.084
148293,-0.066,-0.154,0.005
148328,-0.070,-0.225,-0.037
148382,-0.061,-0.189,-0.014
148426,-0.031,0.184,0.609
148453,-0.068,-0.156,0.001
148514,-0.069,-0.346,0.112
148612,-0.039,0.104,-0.067
148667,-0.053,-0.128,-0.329
148694,-0.082,-0.236,0.203
148729,-0.054,-0.093,-0.003
148765,-0.017,0.148,-0.254
148872,-0.065,-0.129,-0.096
148916,-0.056,-0.168,-0.002
148970,-0.106,-0.341,0.875
149049,-0.072,-0.187,0.402
149101,-0.089,-0.330,-0.041
149138,-0.041,-0.087,0.169
149183,-0.057,-0.155,-0.049
149227,-0.062,-0.104,0.107
149290,-0.038,0.216,-0.253
149316,0.095,1.118,-0.294
149370,-0.001,0.180,-0.149
149414,0.063,0.437,-1.547
149502,-0.060,-0.184,0.004
149539,-0.001,0.197,-0.201
149584,-0.062,-0.177,0.002
149655,-0.066,-0.186,0.054
149682,-0.042,-0.032,-0.102
149753,-0.049,-0.108,-0.164
149780,-0.068,-0.123,-0.119
149833,-0.069,0.020,-0.300
149851,-0.041,-0.112,-0.127
149931,-0.067,-0.939,0.704
149968,-0.056,-0.354,-0.002
150043,-0.029,-0.047,0.001
150070,-0.068,-0.150,-0.013
150114,-0.022,0.088,-0.018
150178,-0.029,-0.011,-0.223
150196,-0.049,-0.128,0.025
150221,-0.063,-0.127,-0.078
150258,0.000,0.230,-0.365
150294,-0.028,0.012,-0.120
150310,-0.111,-0.395,0.143
150356,-0.053,-0.052,-0.067
150418,-0.065,-0.217,0.186
150445,-0.038,-0.001,-0.126
150524,-0.065,-0.170,-0.024
150588,-0.092,-0.253,-0.234
150702,-0.056,-0.117,-0.020
150766,-0.059,-0.144,0.034
150891,-0.060,-0.187,-0.043
150935,-0.036,0.094,-0.311
150980,-0.023,0.070,-0.137
151022,-0.137,0.023,0.796
151077,-0.037,-0.287,-0.052
151095,-0.087,0.163,-1.081
151120,-0.043,0.062,-0.057
151157,-0.061,-0.195,-0.001
151246,-0.047,-0.138,-0.013
151344,-0.062,-0.162,-0.037
151433,-0.065,-0.205,0.010
151442,-0.076,-0.097,-0.107
151451,-0.135,-0.649,1.086
151460,-0.055,-0.073,0.031
151479,-0.037,-0.080,0.156
151488,-0.070,-0.189,-0.109
151497,-0.052,-0.158,-0.134
151503,-0.062,-0.194,-0.023
151512,-0.063,-0.193,-0.059
151521,-0.055,-0.137,-0.063
151530,-0.058,-0.183,0.003
151549,-0.062,-0.148,-0.038
151558,-0.068,-0.295,0.181
151567,-0.062,-0.204,-0.007
151576,-0.057,-0.158,-0.031
151585,-0.055,-0.141,-0.051
151683,0.360,0.969,-3.176
151709,-0.059,-0.152,0.075
151736,-0.035,-0.104,-0.154
151763,-0.089,-0.245,0.075
151790,0.202,-0.557,1.041
151816,-0.086,-0.064,-0.056
151834,-0.078,0.144,0.911
151870,0.006,1.201,1.237
151905,-0.325,-0.965,-1.765
151932,-0.061,-0.194,0.000
151978,-0.100,0.570,0.911
151996,-0.065,-0.192,0.001
152038,-0.065,-0.207,0.009
152083,-0.067,-0.064,-0.127
152127,-0.040,-0.091,0.077
152172,-0.061,-0.264,0.095
152234,-0.064,-0.135,0.030
152252,-0.067,-0.208,-0.021
152270,-0.056,-0.161,0.002
152314,-0.062,-0.193,0.006
152332,-0.051,-0.143,-0.070
152350,-0.063,-0.185,-0.019
152412,-0.056,-0.192,-0.019
152467,-0.062,-0.193,-0.033
152500,-0.060,-0.161,-0.009
152528,-0.063,-0.188,0.007
152564,-0.069,-0.198,0.155
152582,-0.072,-0.314,0.002
152617,-0.066,-0.247,-0.048
152662,-0.055,-0.180,-0.040
152724,-0.061,-0.196,0.000
152760,-0.077,-0.132,-0.156
152797,-0.062,-0.184,-0.009
152868,-0.062,-0.187,0.012
152902,-0.041,-0.016,-0.259
152948,-0.069,-0.184,0.045
152993,-0.068,-0.208,0.023
153026,-0.089,-0.386,0.096
153062,-0.062,-0.034,0.215
153106,-0.054,-0.426,-0.091
153124,-0.067,-0.189,0.020
153151,-0.046,-0.162,-0.022
153204,-0.063,-0.187,-0.009
153240,-0.046,-0.114,0.004
153277,-0.084,-0.181,0.022
153295,-0.063,-0.187,-0.013
153339,-0.068,-0.151,-0.050
153384,-0.066,-0.208,0.052
153400,-0.056,-0.173,0.013
153437,-0.061,-0.194,0.002
153473,-0.050,-0.158,-0.129
153507,-0.056,-0.081,0.075
153543,-0.050,-0.006,-0.140
153561,-0.038,-0.056,0.064
153589,-0.062,-0.218,0.035
153605,-0.038,-0.045,-0.301
153623,-0.066,-0.211,-0.029
153696,-0.051,-0.147,-0.002
153776,-0.065,-0.140,-0.156
153829,-0.066,-0.131,0.162
153865,-0.064,-0.193,0.034
153909,-0.061,-0.193,0.006
153936,-0.066,-0.213,0.003
153972,-0.062,-0.195,0.002
154013,-0.056,-0.154,0.127
154068,-0.064,-0.194,-0.027
154139,-0.061,-0.196,0.000
154166,-0.063,-0.196,-0.011
154184,-0.066,-0.197,-0.019
154228,-0.057,-0.129,-0.043
154282,-0.062,-0.189,-0.004
154308,-0.062,-0.190,-0.009
154344,-0.061,-0.190,-0.007
154380,-0.063,-0.182,-0.003
154415,-0.062,-0.160,-0.067
154460,-0.023,-0.016,-0.462
154497,-0.062,-0.209,-0.106
154521,-0.060,-0.205,0.003
154585,-0.089,-0.295,0.043
154665,-0.061,-0.184,-0.001
154709,-0.052,-0.015,-0.168
154736,-0.057,-0.178,0.003
154754,-0.052,-0.153,0.012
154790,-0.028,-0.100,0.047
154834,-0.081,-0.132,0.217
154852,-0.063,-0.208,-0.049
154914,-0.061,-0.192,-0.058
154932,-0.059,-0.168,0.049
154978,-0.060,-0.186,-0.001
154996,-0.065,-0.199,0.023
155083,-0.062,-0.189,0.006
155092,-0.056,-0.194,0.033
155109,-0.014,-0.088,-0.384
155118,-0.034,-0.025,0.173
155127,-0.060,-0.176,-0.001
155136,-0.064,-0.219,-0.007
155145,-0.069,-0.237,-0.010
155154,-0.061,-0.191,-0.001
155243,5.034,19.074,-16.250
155261,0.688,2.816,-2.144
155289,-0.365,-3.040,4.061
155314,0.242,-0.065,1.444
155350,0.553,2.116,-0.348
155403,-0.043,-0.179,-1.169
155458,-0.012,0.489,0.164
155494,0.030,-0.903,1.368
155528,0.373,1.163,-1.473
155546,-0.061,-0.183,-0.002
155591,-0.066,-0.176,-0.000
155662,-0.059,-0.185,0.006
155724,-0.046,-0.120,0.096
155760,-0.329,-1.132,1.107
155797,-0.038,-0.093,0.066
155840,-0.061,-0.154,-0.044
155911,-0.084,0.277,0.300
155957,-0.031,-0.049,0.035
156035,-0.052,-0.168,-0.007
156106,-0.007,-0.027,-0.231
156151,-0.062,-0.193,-0.003
156213,-0.065,-0.286,-0.095
156259,-0.037,-0.086,-0.143
156277,-0.050,-0.167,-0.044
156311,-0.080,-0.257,0.034
156357,-0.034,0.061,-0.068
156437,-0.065,-0.191,0.039
156473,-0.061,-0.178,0.043
156534,-0.097,-0.380,0.128
156589,-0.062,-0.091,-0.115
156623,-0.066,-0.190,-0.059
156669,-0.048,-0.155,-0.061
156712,-0.054,-0.085,0.340
156767,-0.082,-0.228,0.023
156801,0.072,0.006,-1.605
156927,-0.069,-0.183,0.048
157004,-0.053,-0.164,0.096
157031,-0.041,-0.095,-0.012
157086,-0.101,-0.192,1.103
157193,-0.042,-0.154,-0.102
157246,-0.085,0.204,2.000
157273,-0.066,-0.193,0.017
157317,-0.053,-0.119,-0.047
157362,-0.013,0.036,0.080
157424,-0.073,-0.275,-0.406
157451,-0.120,-0.331,-0.220
157497,-0.060,-0.171,-0.383
157530,-0.053,-0.125,0.018
157585,-0.055,-0.230,-0.309
157683,-0.056,-0.156,0.070
157736,-0.049,-0.094,0.047
157781,-0.062,-0.177,0.012
157834,0.420,2.327,-0.237
157898,-0.088,-0.954,0.962
157923,-0.096,-0.392,0.032
157969,-0.060,-0.187,-0.002
158010,-0.036,-0.087,-1.193
158065,-0.048,-0.324,-0.135
158109,-0.098,-0.180,0.116
158136,-0.058,-0.175,-0.023
158181,0.065,0.110,-0.384
158243,-0.047,-0.035,-0.045
158314,0.035,0.398,-0.257
158396,-0.085,-1.117,0.655
158449,-0.055,-0.027,-0.001
158528,-0.090,-0.287,-0.364
158564,0.118,1.577,-0.111
158608,-0.062,-0.194,0.000
158653,0.324,1.096,-0.833
158699,0.099,-0.103,0.112
158733,-0.061,-0.188,-0.019
158779,-0.093,-0.282,0.265
158804,-0.033,0.043,-0.115
158859,-0.070,-0.171,0.059
158895,-0.045,-0.089,-0.103
158966,-0.016,0.028,-0.117
159035,-0.078,-0.210,0.062
159071,-0.051,-0.249,-0.375
159142,-0.062,-0.161,-0.026
159213,-0.063,-0.121,-0.124
159259,-0.053,-0.139,0.022
159339,-0.058,-0.120,0.091
159366,-0.067,-0.051,-0.100
159375,-0.067,-0.202,-0.007
159384,-0.272,-0.578,3.740
159393,-0.063,-0.358,-0.043
159400,-0.051,-0.129,0.030
159419,-0.079,-0.183,-0.084
159428,-0.055,-0.191,0.138
159437,0.060,0.337,-0.329
159446,-0.053,-0.166,0.187
159455,-0.061,-0.188,-0.015
159464,-0.061,-0.025,0.299
159473,-0.062,-0.255,0.029
159482,-0.062,-0.195,-0.004
159491,-0.060,-0.179,-0.098
159507,-0.063,-0.147,-0.066
159516,-0.086,-0.236,-0.250
159525,-0.066,-0.185,0.020
159614,0.550,4.406,6.053
159650,0.003,0.253,0.139
159687,-0.033,0.001,0.180
159730,-0.174,-0.430,1.032
159767,-0.079,-0.265,0.333
159785,-0.074,-0.176,-0.071
159847,-0.082,-0.168,0.151
159883,-0.038,-0.102,-0.220
159945,-0.056,-0.163,0.039
159963,-0.066,-0.218,-0.072
160047,-0.060,-0.187,-0.028
160092,-0.064,-0.208,-0.004
160127,-0.062,-0.211,0.139
160172,-0.050,-0.159,0.032
160225,-0.047,-0.101,0.009
160261,-0.047,-0.161,0.095
160305,-0.060,-0.187,-0.034
160323,-0.066,-0.170,-0.056
160387,-0.033,0.139,-0.192
160430,-0.089,-0.344,-0.061
160458,-0.061,-0.194,0.002
160476,-0.040,-0.132,0.040
160528,-0.062,-0.195,-0.007
160564,-0.043,-0.233,0.074
160617,-0.017,-0.048,0.374
160644,-0.014,-0.062,-0.789
160680,-0.058,-0.155,0.014
160724,-0.062,-0.402,0.633
160779,-0.125,-0.524,0.772
160831,-0.072,-0.246,-0.004
160877,-0.042,0.170,0.456
160911,-0.066,-0.328,-0.085
160993,-0.062,-0.198,0.026
161035,-0.170,-0.571,0.573
161053,-0.188,-0.388,1.111
161106,-0.059,-0.204,-0.027
161133,-0.061,-0.192,0.001
161151,-0.064,-0.172,-0.059
161179,-0.034,-0.187,0.506
161231,-0.070,-0.143,-0.122
161259,-0.046,-0.092,-0.061
161286,-0.144,-1.119,1.344
161302,-0.101,-0.396,0.383
161348,0.007,-0.097,-0.304
161384,-0.028,-0.043,-0.188
161464,-0.056,-0.190,-0.116
161482,-0.045,-0.150,-0.093
161525,-0.062,-0.195,0.004
161543,-0.061,-0.161,0.028
161552,-0.077,-0.215,-0.064
161561,-0.042,-0.140,-0.063
161794,0.309,2.083,0.975
161829,0.225,1.640,-0.277
161856,-0.006,0.057,0.142
161945,0.218,-0.332,-0.467
162014,-0.057,-0.189,0.054
162069,-0.063,-0.199,0.010
162149,-0.061,-0.194,0.000
162194,0.041,1.111,0.656
162327,-0.090,-0.238,0.252
162381,-0.061,-0.196,-0.006
162452,-0.050,-0.116,-0.063
162498,-0.063,-0.178,0.002
162559,-0.060,-0.182,0.012
162595,-0.059,-0.177,-0.002
162693,-0.058,-0.167,0.085
162791,-0.061,-0.194,0.001
162871,-0.062,-0.191,-0.006
162924,-0.058,-0.186,-0.003
163002,-0.056,-0.133,0.054
163057,-0.058,-0.165,0.059
163137,-0.071,-0.250,-0.049
163208,-0.057,-0.171,0.053
163253,-0.062,-0.194,0.003
163324,-0.061,-0.189,0.001
163379,-0.052,-0.194,-0.211
163486,-0.059,-0.173,0.008
163618,-0.046,-0.048,0.006
163681,-0.062,-0.181,0.005
163734,-0.075,-0.224,0.011
163789,-0.068,-0.226,0.060
163832,-0.031,0.036,0.077
163903,-0.062,-0.191,-0.003
163967,-0.061,-0.190,0.006
164062,-0.063,-0.186,-0.006
164133,-0.045,-0.111,-0.234
164197,-0.058,-0.185,-0.061
164277,-0.058,-0.181,0.005
164339,-0.065,-0.203,-0.039
164393,-0.039,-0.088,-0.018
164543,-0.063,-0.178,-0.051
164598,-0.066,-0.158,-0.099
164687,-0.075,-0.134,0.127
164749,-0.062,-0.162,-0.075
164829,-0.061,-0.195,0.001
164892,-0.052,-0.134,-0.035
164936,-0.057,-0.255,-0.110
164981,-0.025,0.001,-0.533
165069,-0.062,-0.166,-0.027
165130,-0.058,-0.181,0.006
165185,-0.061,-0.179,-0.001
165274,-0.043,-0.042,0.102
165336,-0.048,-0.166,-0.107
165416,-0.090,-0.326,0.218
165470,-0.072,-0.183,-0.011
165611,-0.057,-0.117,0.088
165719,-0.061,-0.190,-0.007
165817,-0.061,-0.186,-0.159
165899,-0.056,-0.139,-0.047
165979,-0.072,-0.284,-0.121
166057,-0.063,-0.192,-0.030
166137,-0.058,-0.173,0.009
166182,-0.047,-0.121,-0.014
166235,-0.057,-0.167,0.007
166315,-0.062,-0.193,0.004
166413,-0.059,-0.169,0.026
166529,-0.088,-0.258,0.099
166636,-0.051,-0.092,0.084
166672,-0.059,-0.169,0.050
166707,-0.064,-0.178,-0.012
166770,-0.063,-0.192,-0.008
166869,-0.062,-0.191,0.005
166985,-0.054,-0.152,0.024
167035,-0.067,-0.196,0.019
167071,-0.030,-0.136,0.078
167179,-0.050,-0.115,-0.055
167222,-0.061,-0.189,-0.005
167231,-0.062,-0.200,-0.003
167240,-0.061,-0.190,-0.009
167259,-0.054,-0.175,0.016
167268,-0.057,-0.259,-0.030
167277,-0.059,-0.161,-0.020
167286,-0.056,-0.171,0.014
167295,-0.056,-0.175,0.001
167302,-0.045,-0.049,0.004
167311,-0.062,-0.188,-0.006
167320,-0.057,-0.144,-0.023
167473,1.651,5.976,-2.161
167641,-0.026,-0.246,0.297
167696,-0.039,-0.261,0.247
167794,-0.004,0.141,-0.279
167909,0.022,-0.573,0.131
167981,0.112,0.557,-1.197
168041,-0.008,0.292,-0.529
168130,-0.072,-0.074,-0.035
168229,-0.070,-0.266,0.018
168309,-0.068,-0.251,0.012
168372,0.001,0.341,0.074
168452,-0.061,-0.102,0.116
168559,-0.038,-0.014,-0.036
168602,-0.081,-0.324,-0.037
168675,-0.074,-0.210,-0.057
168755,-0.054,-0.150,-0.024
168791,-0.048,-0.042,-0.804
168880,-0.084,-0.261,1.556
168960,-0.043,-0.248,0.150
169039,-0.062,-0.141,-0.015
169119,-0.052,-0.163,-0.105
169182,-0.064,-0.156,-0.044
169253,-0.050,-0.169,-0.017
169306,-0.061,-0.156,-0.057
169351,-0.079,-0.468,-0.019
169404,-0.084,-0.301,0.169
169547,-0.057,-0.192,-0.006
169583,-0.059,-0.179,-0.039
169681,-0.067,-0.187,-0.087
169896,-0.165,-0.195,0.438
169994,-0.051,-0.125,-0.148
170097,-0.060,-0.180,-0.074
170168,-0.062,-0.189,0.005
170220,-0.036,-0.260,-0.040
170346,-0.061,-0.177,-0.063
170444,-0.062,-0.193,-0.022
170514,-0.063,-0.148,0.006
170612,-0.058,-0.156,-0.001
170685,-0.061,-0.186,-0.015
170792,-0.048,-0.084,-0.004
170872,-0.063,-0.297,0.044
170952,-0.055,-0.204,-0.185
171021,0.007,0.259,-0.266
171067,-0.067,-0.174,-0.062
171101,-0.046,0.522,0.392
171209,-0.060,-0.169,-0.010
171272,-0.045,-0.033,-0.171
171325,-0.000,0.237,0.454
171469,-0.066,-0.214,-0.030
171539,-0.056,-0.179,-0.105
171628,-0.069,-0.140,0.103
171806,-0.059,-0.154,0.131
171879,-0.053,-0.098,-0.084
171931,-0.055,-0.149,0.024
171995,-0.062,-0.182,0.061
172082,0.048,-0.317,-2.533
172153,-0.037,-0.040,-0.038
172279,-0.028,-0.023,0.047
172340,-0.070,-0.153,-0.130
172377,-0.057,-0.142,-0.016
172457,-0.053,-0.140,-0.335
172509,-0.051,-0.138,-0.168
172581,-0.062,-0.173,-0.038
172698,-0.060,-0.192,-0.026
172812,-0.047,-0.125,0.025
172894,-0.025,0.178,-0.025
172947,-0.059,-0.216,-0.024
172992,-0.063,-0.184,-0.012
173061,-0.039,-0.076,-0.270
173132,-0.058,-0.180,0.005
173230,-0.045,-0.115,0.247
173374,-0.050,-0.088,-0.181
173533,-0.044,-0.049,0.120
173597,-0.026,-0.070,-0.065
173686,-0.057,-0.118,0.099
173748,-0.057,-0.223,-0.314
173793,-0.053,-0.131,0.117
173855,-0.061,-0.187,0.010
173935,-0.066,-0.147,0.011
174021,0.008,0.052,0.072
174085,-0.043,-0.082,0.148
174156,0.027,0.091,-0.018
174218,-0.064,-0.118,0.233
174254,-0.035,0.355,-0.501
174290,-0.060,-0.186,-0.007
174496,-0.047,-0.102,-0.048
174502,-0.052,-0.130,-0.003
174511,-0.060,-0.178,0.021
174520,-0.057,-0.162,-0.006
174744,1.234,4.109,-0.511
174780,-0.377,-0.295,2.338
174824,-0.108,-0.091,0.289
174860,-0.113,-0.682,-0.335
174922,-0.037,-0.083,-0.683
175019,-0.026,0.144,-0.055
175055,-0.090,-0.167,0.854
175126,-0.045,-0.087,-0.068
175206,-0.058,-0.170,-0.029
175224,-0.060,-0.180,-0.003
175260,-0.061,-0.193,0.000
175368,-0.067,-0.176,0.095
175439,-0.032,-0.075,-0.087
175466,-0.018,0.078,-0.177
175509,-0.061,-0.186,-0.009
175590,-0.065,-0.154,-0.172
175670,-0.038,-0.120,-0.139
175732,-0.057,-0.182,0.047
175787,-0.062,-0.193,0.008
175885,-0.062,-0.645,-0.020
175938,-0.094,-0.304,0.298
175983,-0.027,0.046,-0.192
176150,-0.062,-0.170,-0.005
176212,-0.064,-0.142,0.005
176301,-0.062,-0.113,-0.023
176338,-0.063,-0.213,-0.004
176445,-0.056,-0.198,-0.242
176506,-0.047,-0.141,-0.065
176551,-0.061,-0.191,0.011
176613,0.009,0.208,-0.587
176686,-0.049,-0.158,0.036
176748,-0.048,-0.179,-0.043
176793,-0.078,-0.265,0.180
176855,0.002,0.144,-0.660
176891,-0.039,-0.043,-0.095
176944,0.033,0.458,-0.286
177003,-0.020,0.016,0.085
177101,-0.009,0.130,-0.256
177236,-0.066,-0.171,0.142
177263,-0.059,-0.179,-0.010
177352,-0.071,-1.336,-0.306
177405,-0.054,-0.140,-0.026
177469,0.013,0.316,-0.279
177557,-0.045,-0.081,0.017
177600,-0.065,-0.196,-0.011
177655,-0.061,-0.167,-0.034
177726,-0.068,-0.241,0.014
177762,-0.063,-0.201,0.012
177799,-0.058,-0.029,-0.230
177842,-0.231,-1.209,-0.262
177879,-0.061,-0.124,-0.071
177986,-0.058,-0.156,0.010
178046,-0.062,-0.185,0.028
178117,-0.017,0.168,-0.096
178180,-0.093,-0.295,0.119
178279,-0.056,-0.170,-0.078
178313,-0.046,-0.113,-0.086
178377,-0.057,-0.185,-0.065
178475,-0.055,-0.148,-0.025
178545,-0.055,-0.128,-0.050
178607,-0.002,0.125,-0.086
178689,-0.011,0.131,0.067
178750,-0.056,-0.157,-0.024
178821,-0.051,-0.006,0.205
178885,-0.043,-0.105,0.087
178894,-0.053,-0.171,0.018
178901,-0.064,-0.149,-0.075
178910,-0.062,-0.162,-0.037
178929,-0.047,-0.115,0.160
178938,-0.058,-0.204,0.061
178947,-0.063,-0.188,-0.025
178956,-0.056,-0.168,-0.018
178965,-0.055,-0.158,-0.038
179132,54.214,-14.541,-0.174
179221,1.412,3.148,-3.374
179249,0.536,3.440,-0.831
179285,0.302,0.376,2.097
179310,0.651,4.000,1.058
179347,-0.226,0.619,3.137
179383,0.276,1.365,0.894
179409,0.211,0.898,-0.716
179463,0.289,-3.028,3.532
179481,0.970,0.910,-0.167
179515,0.748,2.466,1.484
179533,0.697,0.816,-3.992
179551,2.037,-0.232,0.960
179588,-0.079,0.009,0.876
179604,-0.061,-0.198,0.007
179613,-0.051,-0.137,-0.060
179622,-0.039,-0.059,-0.158
179631,-0.057,-0.166,0.000
179640,-0.051,-0.141,-0.552
179659,-0.047,-0.061,0.103
179677,-0.067,-0.266,-0.043
179686,-0.029,-0.078,0.080
179695,-0.061,-0.195,-0.011
179702,-0.062,-0.151,0.035
179711,-0.061,-0.169,-0.037
179720,-0.065,-0.252,0.036
179739,-0.060,-0.112,-0.086
179748,-0.040,-0.059,-0.023
179757,-0.075,-0.170,0.086
179766,-0.060,-0.175,0.002
179775,-0.064,-0.054,-0.231
179784,-0.057,-0.157,-0.131
179793,-0.062,-0.191,0.006
179800,-0.055,-0.171,-0.132
179819,-0.139,-0.509,0.236
179828,-0.055,-0.081,0.101
179837,-0.063,-0.183,-0.033
179846,-0.047,0.087,0.327
179855,-0.063,-0.198,-0.000
179864,-0.011,0.054,-0.072
179873,-0.062,-0.167,0.059
179882,-0.063,-0.192,0.049
179891,-0.049,-0.124,-0.066
179908,-0.055,-0.217,-0.235
179917,-0.035,-0.154,-0.094
179926,-0.062,-0.186,0.004
179935,-0.072,-0.137,0.005
179944,-0.053,-0.148,-0.019
179953,-0.078,-0.193,0.092
179962,-0.062,-0.187,-0.022
179971,-0.063,-0.195,0.006
179980,-0.065,-0.188,0.061
179999,-0.060,-0.189,0.003
180000,-0.062,-0.091,-0.091
180019,-0.065,-0.191,0.003
180028,-0.058,-0.175,-0.002
180037,-0.058,-0.167,0.006
180046,-0.059,-0.200,-0.035
180055,-0.007,-0.083,-0.070
180064,-0.061,-0.194,-0.001
180091,-0.062,-0.177,-0.010
